gender,gaming_genre,stress_level,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,grades
Male,FPS,Low,Q1,Q4,Q4,Q3,Q3,Q3,Q4,Q2,Q4,Q3
Male,FPS,Medium,Q1,Q2,Q2,Q4,Q2,Q4,Q3,Q3,Q3,Q2
Male,FPS,Medium,Q2,Q2,Q2,Q2,Q1,Q3,Q3,Q3,Q3,Q3
Female,RPG,Low,Q2,Q4,Q2,Q1,Q3,Q4,Q4,Q2,Q4,Q1
Female,FPS,Medium,Q3,Q3,Q3,Q1,Q3,Q1,Q3,Q3,Q2,Q2
Male,Casual,Low,Q1,Q3,Q1,Q4,Q3,Q3,Q3,Q1,Q3,Q2
Male,RPG,Medium,Q1,Q3,Q2,Q2,Q3,Q1,Q2,Q2,Q2,Q2
Female,Casual,Medium,Q1,Q1,Q3,Q1,Q3,Q1,Q1,Q4,Q1,Q3
Female,Casual,Low,Q4,Q4,Q3,Q4,Q2,Q2,Q4,Q1,Q3,Q2
Male,FPS,Medium,Q3,Q1,Q4,Q3,Q4,Q2,Q2,Q4,Q2,Q4
Male,FPS,Low,Q1,Q4,Q3,Q4,Q2,Q4,Q4,Q1,Q4,Q1
Male,Casual,Medium,Q4,Q1,Q1,Q3,Q1,Q2,Q1,Q3,Q1,Q2
Female,RPG,Low,Q4,Q3,Q3,Q1,Q2,Q3,Q3,Q2,Q4,Q2
Other,FPS,Medium,Q1,Q2,Q4,Q3,Q1,Q4,Q1,Q4,Q1,Q4
Male,Casual,Medium,Q3,Q2,Q2,Q4,Q2,Q4,Q2,Q3,Q2,Q3
Female,RPG,Medium,Q3,Q2,Q3,Q1,Q3,Q1,Q1,Q3,Q2,Q3
Male,FPS,Low,Q1,Q3,Q1,Q4,Q1,Q1,Q4,Q1,Q4,Q1
Male,RPG,Medium,Q1,Q3,Q2,Q1,Q4,Q1,Q3,Q2,Q3,Q2
Male,Casual,High,Q1,Q4,Q4,Q2,Q3,Q1,Q4,Q1,Q4,Q3
Female,FPS,High,Q4,Q2,Q4,Q2,Q2,Q2,Q1,Q3,Q1,Q4
Female,FPS,Low,Q1,Q3,Q3,Q4,Q2,Q3,Q2,Q1,Q4,Q2
Female,FPS,Low,Q4,Q3,Q3,Q3,Q2,Q1,Q3,Q1,Q3,Q3
Male,Casual,Medium,Q3,Q2,Q4,Q4,Q1,Q2,Q1,Q3,Q2,Q4
Male,RPG,Medium,Q3,Q2,Q3,Q1,Q1,Q3,Q2,Q3,Q3,Q1
Female,RPG,Medium,Q1,Q2,Q3,Q1,Q2,Q4,Q3,Q3,Q2,Q3
Male,FPS,Medium,Q1,Q2,Q2,Q1,Q1,Q4,Q1,Q3,Q2,Q2
Female,RPG,Low,Q4,Q3,Q1,Q3,Q1,Q3,Q3,Q2,Q4,Q1
Male,Casual,Medium,Q4,Q1,Q2,Q3,Q4,Q3,Q1,Q3,Q1,Q3
Male,RPG,Low,Q3,Q3,Q4,Q4,Q2,Q3,Q4,Q3,Q3,Q4
Male,Casual,Low,Q4,Q4,Q4,Q3,Q3,Q3,Q4,Q1,Q4,Q3
Male,Casual,High,Q2,Q3,Q4,Q1,Q1,Q3,Q3,Q3,Q2,Q3
Male,FPS,Medium,Q2,Q3,Q1,Q4,Q1,Q3,Q3,Q2,Q3,Q1
Male,Casual,Medium,Q1,Q1,Q3,Q2,Q3,Q2,Q2,Q4,Q2,Q4
Female,FPS,Low,Q4,Q4,Q1,Q4,Q1,Q4,Q3,Q1,Q3,Q1
Female,RPG,Medium,Q1,Q2,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q2
Male,RPG,High,Q3,Q3,Q4,Q1,Q3,Q2,Q3,Q2,Q3,Q3
Male,Casual,Low,Q1,Q4,Q3,Q2,Q1,Q2,Q4,Q1,Q4,Q1
Male,FPS,High,Q1,Q3,Q4,Q1,Q2,Q4,Q2,Q3,Q3,Q2
Male,Casual,Low,Q3,Q3,Q1,Q1,Q2,Q1,Q4,Q2,Q3,Q1
Male,Casual,Medium,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q2,Q2
Female,FPS,High,Q1,Q1,Q3,Q1,Q1,Q3,Q1,Q4,Q1,Q4
Male,Casual,Low,Q4,Q4,Q1,Q1,Q4,Q3,Q3,Q2,Q3,Q1
Male,FPS,Medium,Q3,Q1,Q2,Q2,Q3,Q3,Q1,Q4,Q1,Q3
Male,FPS,Low,Q3,Q3,Q1,Q2,Q3,Q2,Q3,Q2,Q3,Q1
Male,Casual,Medium,Q1,Q1,Q3,Q2,Q3,Q3,Q1,Q4,Q1,Q4
Female,FPS,High,Q2,Q4,Q4,Q1,Q4,Q3,Q4,Q1,Q4,Q3
Male,RPG,Medium,Q3,Q1,Q4,Q3,Q3,Q4,Q1,Q3,Q1,Q4
Male,RPG,Medium,Q3,Q2,Q4,Q3,Q4,Q3,Q2,Q2,Q4,Q4
Female,FPS,Medium,Q2,Q3,Q4,Q3,Q2,Q1,Q4,Q3,Q4,Q3
Male,RPG,High,Q1,Q2,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q3
Female,FPS,Medium,Q4,Q2,Q3,Q1,Q4,Q1,Q2,Q3,Q2,Q3
Female,FPS,Medium,Q2,Q2,Q3,Q3,Q4,Q2,Q3,Q3,Q3,Q3
Male,Casual,Medium,Q2,Q2,Q2,Q4,Q1,Q2,Q2,Q3,Q2,Q3
Female,Casual,Medium,Q3,Q2,Q4,Q2,Q3,Q4,Q1,Q2,Q3,Q4
Male,RPG,Medium,Q2,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q2
Female,FPS,Medium,Q3,Q3,Q1,Q1,Q1,Q3,Q2,Q2,Q1,Q1
Male,RPG,Medium,Q2,Q1,Q4,Q4,Q4,Q1,Q2,Q3,Q2,Q4
Male,Casual,Low,Q1,Q4,Q1,Q4,Q3,Q4,Q4,Q1,Q4,Q1
Female,FPS,High,Q3,Q2,Q4,Q2,Q3,Q3,Q3,Q3,Q2,Q4
Female,FPS,High,Q4,Q1,Q3,Q2,Q1,Q3,Q2,Q3,Q2,Q4
Other,Casual,Medium,Q2,Q2,Q2,Q4,Q2,Q3,Q2,Q3,Q1,Q2
Female,RPG,High,Q1,Q4,Q3,Q1,Q1,Q2,Q4,Q2,Q4,Q2
Male,FPS,Medium,Q1,Q1,Q4,Q3,Q2,Q4,Q1,Q4,Q1,Q4
Male,FPS,Low,Q1,Q3,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q1
Male,Casual,High,Q4,Q3,Q4,Q2,Q4,Q3,Q3,Q2,Q3,Q3
Male,RPG,High,Q1,Q1,Q4,Q1,Q3,Q3,Q1,Q4,Q2,Q4
Male,FPS,Low,Q3,Q4,Q2,Q1,Q2,Q4,Q4,Q1,Q4,Q1
Female,Casual,Medium,Q2,Q2,Q1,Q4,Q1,Q1,Q3,Q3,Q3,Q2
Male,Casual,Medium,Q2,Q2,Q1,Q3,Q3,Q2,Q1,Q4,Q1,Q2
Male,FPS,Low,Q3,Q4,Q1,Q4,Q2,Q4,Q4,Q1,Q4,Q1
Male,RPG,Low,Q4,Q3,Q1,Q3,Q4,Q1,Q2,Q2,Q3,Q1
Female,FPS,Low,Q2,Q4,Q3,Q4,Q4,Q3,Q4,Q1,Q4,Q3
Female,RPG,Low,Q1,Q3,Q2,Q4,Q4,Q2,Q3,Q1,Q3,Q3
Female,FPS,Low,Q1,Q3,Q4,Q2,Q1,Q1,Q4,Q2,Q4,Q3
Male,FPS,Low,Q1,Q4,Q2,Q2,Q4,Q3,Q3,Q1,Q3,Q1
Female,RPG,Medium,Q3,Q1,Q2,Q3,Q1,Q4,Q2,Q4,Q1,Q3
Male,RPG,Low,Q4,Q4,Q3,Q3,Q3,Q2,Q4,Q2,Q4,Q3
Female,FPS,Medium,Q4,Q3,Q4,Q3,Q2,Q1,Q3,Q2,Q3,Q3
Female,FPS,Medium,Q2,Q1,Q3,Q4,Q3,Q2,Q1,Q4,Q2,Q4
Male,Casual,Medium,Q1,Q2,Q2,Q1,Q1,Q4,Q3,Q2,Q3,Q1
Female,FPS,High,Q3,Q1,Q4,Q2,Q2,Q1,Q1,Q4,Q1,Q4
Female,RPG,Low,Q2,Q3,Q2,Q3,Q1,Q1,Q4,Q2,Q4,Q1
Male,FPS,Medium,Q3,Q3,Q1,Q1,Q1,Q4,Q2,Q3,Q2,Q1
Female,RPG,Low,Q3,Q4,Q2,Q2,Q3,Q4,Q4,Q1,Q4,Q1
Male,FPS,Medium,Q1,Q1,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q4
Male,FPS,Medium,Q1,Q3,Q1,Q3,Q4,Q1,Q3,Q2,Q3,Q2
Male,RPG,Medium,Q2,Q1,Q3,Q4,Q2,Q1,Q2,Q4,Q1,Q4
Male,FPS,Medium,Q3,Q3,Q3,Q3,Q1,Q1,Q2,Q3,Q3,Q2
Female,RPG,Low,Q4,Q3,Q4,Q3,Q1,Q3,Q4,Q1,Q4,Q4
Male,FPS,Low,Q2,Q3,Q2,Q3,Q1,Q2,Q4,Q2,Q4,Q1
Female,FPS,Low,Q1,Q4,Q2,Q1,Q4,Q1,Q4,Q1,Q4,Q1
Male,Casual,Low,Q2,Q4,Q2,Q3,Q2,Q2,Q4,Q2,Q4,Q1
Other,FPS,Medium,Q2,Q1,Q2,Q2,Q4,Q4,Q2,Q4,Q1,Q3
Female,FPS,Medium,Q2,Q2,Q4,Q4,Q3,Q4,Q3,Q3,Q2,Q4
Female,FPS,Low,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2
Male,FPS,High,Q2,Q2,Q4,Q1,Q4,Q1,Q3,Q3,Q3,Q3
Male,FPS,Medium,Q1,Q1,Q4,Q3,Q1,Q4,Q1,Q4,Q2,Q4
Male,FPS,Medium,Q2,Q3,Q4,Q3,Q2,Q3,Q2,Q2,Q3,Q4
Female,FPS,Medium,Q3,Q2,Q2,Q1,Q4,Q2,Q3,Q3,Q2,Q2
Female,Casual,High,Q3,Q2,Q4,Q1,Q3,Q4,Q2,Q3,Q2,Q4
Male,FPS,Low,Q2,Q4,Q1,Q4,Q2,Q1,Q4,Q2,Q3,Q1
Male,Casual,Medium,Q2,Q2,Q3,Q2,Q1,Q3,Q3,Q3,Q2,Q3
Female,Casual,Medium,Q1,Q1,Q3,Q1,Q4,Q4,Q1,Q4,Q1,Q3
Male,FPS,Medium,Q2,Q1,Q4,Q2,Q1,Q1,Q2,Q4,Q1,Q4
Female,FPS,Low,Q1,Q4,Q2,Q2,Q4,Q2,Q3,Q2,Q4,Q1
Female,FPS,High,Q1,Q4,Q4,Q1,Q1,Q4,Q4,Q1,Q4,Q2
Female,RPG,Low,Q4,Q3,Q4,Q4,Q3,Q1,Q2,Q2,Q2,Q4
Male,RPG,High,Q2,Q2,Q4,Q2,Q3,Q3,Q1,Q4,Q2,Q3
Male,RPG,High,Q2,Q4,Q4,Q1,Q3,Q3,Q3,Q1,Q4,Q2
Female,RPG,Low,Q4,Q3,Q1,Q4,Q2,Q2,Q2,Q2,Q2,Q1
Female,FPS,Low,Q3,Q4,Q1,Q4,Q4,Q2,Q4,Q2,Q4,Q1
Male,Casual,High,Q1,Q4,Q4,Q2,Q3,Q1,Q4,Q1,Q3,Q4
Male,FPS,Medium,Q1,Q2,Q3,Q2,Q4,Q1,Q1,Q3,Q2,Q4
Female,Casual,Medium,Q2,Q2,Q3,Q4,Q1,Q4,Q2,Q3,Q2,Q3
Female,FPS,Medium,Q4,Q1,Q2,Q2,Q1,Q4,Q1,Q4,Q1,Q2
Female,FPS,Medium,Q1,Q2,Q1,Q3,Q1,Q2,Q1,Q4,Q2,Q1
Other,Casual,Low,Q1,Q4,Q2,Q3,Q1,Q2,Q3,Q2,Q4,Q1
Male,RPG,Low,Q1,Q4,Q3,Q2,Q3,Q2,Q3,Q1,Q4,Q2
Male,Casual,Low,Q1,Q3,Q1,Q3,Q3,Q2,Q4,Q2,Q4,Q1
Female,RPG,Medium,Q1,Q2,Q1,Q2,Q4,Q3,Q3,Q3,Q2,Q1
Female,Casual,Medium,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q4,Q1,Q2
Male,Casual,Medium,Q1,Q1,Q3,Q4,Q2,Q4,Q1,Q4,Q1,Q3
Male,RPG,Medium,Q1,Q2,Q1,Q1,Q4,Q2,Q3,Q3,Q1,Q2
Female,FPS,Medium,Q1,Q2,Q3,Q2,Q4,Q4,Q3,Q2,Q2,Q3
Male,RPG,Medium,Q4,Q3,Q4,Q3,Q4,Q2,Q2,Q2,Q3,Q4
Female,RPG,Low,Q1,Q4,Q4,Q2,Q3,Q4,Q3,Q1,Q4,Q3
Female,Casual,Medium,Q1,Q2,Q4,Q3,Q4,Q2,Q2,Q3,Q2,Q4
Female,FPS,Low,Q1,Q4,Q1,Q1,Q3,Q3,Q3,Q2,Q2,Q1
Male,Casual,Medium,Q3,Q3,Q1,Q3,Q4,Q3,Q4,Q3,Q3,Q1
Female,FPS,Medium,Q1,Q1,Q2,Q4,Q1,Q2,Q1,Q4,Q2,Q3
Female,FPS,Low,Q4,Q4,Q3,Q4,Q4,Q2,Q4,Q2,Q4,Q3
Female,RPG,Low,Q1,Q3,Q2,Q3,Q3,Q2,Q2,Q1,Q3,Q2
Female,RPG,Medium,Q1,Q3,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q2
Male,FPS,Medium,Q4,Q2,Q3,Q1,Q1,Q3,Q3,Q3,Q3,Q2
Male,Casual,Medium,Q3,Q1,Q1,Q2,Q4,Q1,Q2,Q4,Q1,Q2
Male,Casual,Low,Q2,Q3,Q4,Q3,Q3,Q4,Q4,Q2,Q4,Q4
Male,Casual,Low,Q2,Q4,Q1,Q1,Q4,Q3,Q4,Q1,Q4,Q1
Female,FPS,Medium,Q1,Q1,Q4,Q4,Q1,Q2,Q2,Q4,Q1,Q4
Female,FPS,Medium,Q4,Q1,Q1,Q4,Q2,Q1,Q3,Q3,Q2,Q2
Female,RPG,Low,Q2,Q4,Q1,Q1,Q2,Q3,Q3,Q1,Q3,Q1
Female,Casual,Medium,Q4,Q2,Q1,Q3,Q3,Q1,Q1,Q3,Q1,Q3
Male,RPG,Medium,Q4,Q3,Q1,Q1,Q3,Q1,Q3,Q2,Q2,Q1
Male,RPG,Medium,Q2,Q3,Q3,Q3,Q1,Q3,Q4,Q1,Q3,Q2
Male,Casual,Medium,Q2,Q2,Q4,Q2,Q1,Q2,Q2,Q3,Q2,Q3
Male,RPG,High,Q4,Q2,Q3,Q1,Q1,Q3,Q2,Q4,Q1,Q3
Female,RPG,Medium,Q4,Q1,Q2,Q3,Q4,Q1,Q1,Q4,Q1,Q3
Other,FPS,Low,Q1,Q3,Q4,Q4,Q2,Q1,Q4,Q1,Q4,Q4
Male,FPS,High,Q1,Q3,Q4,Q2,Q2,Q1,Q4,Q2,Q3,Q3
Male,Casual,Low,Q1,Q3,Q2,Q3,Q2,Q2,Q4,Q2,Q3,Q2
Female,FPS,Low,Q2,Q3,Q3,Q2,Q4,Q1,Q2,Q2,Q3,Q2
Male,Casual,Medium,Q1,Q1,Q4,Q4,Q1,Q1,Q1,Q3,Q1,Q4
Female,FPS,Medium,Q1,Q1,Q4,Q4,Q1,Q2,Q1,Q4,Q1,Q4
Female,RPG,Low,Q3,Q4,Q2,Q1,Q3,Q3,Q3,Q1,Q3,Q1
Female,FPS,Medium,Q4,Q2,Q4,Q4,Q4,Q3,Q2,Q3,Q2,Q4
Male,Casual,Medium,Q3,Q2,Q2,Q1,Q3,Q4,Q3,Q3,Q2,Q2
Female,Casual,Medium,Q2,Q1,Q2,Q1,Q2,Q2,Q1,Q3,Q1,Q2
Male,FPS,Medium,Q1,Q1,Q1,Q3,Q3,Q2,Q1,Q4,Q1,Q3
Female,FPS,Medium,Q3,Q2,Q1,Q2,Q4,Q3,Q1,Q3,Q1,Q2
Male,Casual,Low,Q3,Q4,Q3,Q3,Q3,Q2,Q4,Q2,Q4,Q2
Male,Casual,Low,Q4,Q4,Q3,Q3,Q2,Q3,Q4,Q1,Q4,Q1
Female,RPG,Low,Q1,Q4,Q1,Q1,Q2,Q4,Q3,Q1,Q4,Q1
Female,Casual,Low,Q4,Q4,Q2,Q2,Q4,Q2,Q4,Q1,Q4,Q1
Female,FPS,Low,Q1,Q4,Q2,Q2,Q3,Q2,Q4,Q1,Q4,Q1
Female,RPG,High,Q1,Q3,Q4,Q2,Q3,Q4,Q4,Q3,Q3,Q3
Female,Casual,High,Q2,Q1,Q4,Q1,Q1,Q4,Q1,Q4,Q1,Q4
Male,FPS,Low,Q4,Q4,Q2,Q1,Q3,Q3,Q4,Q1,Q4,Q1
Female,Casual,Medium,Q3,Q1,Q4,Q4,Q2,Q1,Q2,Q4,Q2,Q4
Female,Casual,Medium,Q1,Q1,Q2,Q4,Q1,Q4,Q2,Q4,Q1,Q3
Female,Casual,High,Q1,Q1,Q3,Q1,Q4,Q2,Q2,Q3,Q2,Q4
Female,FPS,High,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q3,Q4
Male,FPS,Medium,Q4,Q2,Q2,Q3,Q2,Q4,Q3,Q3,Q2,Q3
Male,FPS,Medium,Q4,Q2,Q2,Q2,Q1,Q2,Q3,Q3,Q3,Q2
Male,Casual,Low,Q3,Q4,Q2,Q4,Q3,Q2,Q3,Q1,Q4,Q1
Female,FPS,Medium,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3
Male,Casual,Low,Q1,Q4,Q4,Q4,Q4,Q2,Q4,Q1,Q4,Q4
Female,FPS,Medium,Q2,Q1,Q2,Q1,Q4,Q1,Q1,Q4,Q2,Q3
Male,RPG,Medium,Q2,Q1,Q4,Q4,Q3,Q4,Q1,Q4,Q1,Q4
Male,FPS,Medium,Q1,Q3,Q4,Q2,Q2,Q3,Q2,Q2,Q3,Q3
Female,FPS,Medium,Q4,Q2,Q2,Q4,Q3,Q4,Q3,Q3,Q2,Q2
Female,RPG,Low,Q2,Q3,Q2,Q2,Q4,Q3,Q3,Q2,Q2,Q2
Female,RPG,Low,Q2,Q4,Q3,Q3,Q1,Q4,Q3,Q2,Q4,Q2
Female,Casual,Low,Q2,Q3,Q3,Q4,Q4,Q4,Q2,Q2,Q4,Q3
Female,FPS,Low,Q2,Q4,Q1,Q3,Q2,Q2,Q4,Q1,Q4,Q1
Male,FPS,Medium,Q3,Q2,Q4,Q3,Q1,Q4,Q2,Q2,Q2,Q4
Male,Casual,Medium,Q4,Q1,Q4,Q2,Q1,Q4,Q1,Q4,Q1,Q4
Male,Casual,Medium,Q3,Q3,Q2,Q4,Q1,Q4,Q2,Q3,Q2,Q3
Female,FPS,Medium,Q2,Q1,Q3,Q4,Q4,Q3,Q2,Q3,Q2,Q4
Female,FPS,Medium,Q3,Q2,Q1,Q1,Q4,Q4,Q3,Q3,Q2,Q1
Male,FPS,Medium,Q2,Q1,Q3,Q3,Q3,Q1,Q1,Q3,Q1,Q4
Female,FPS,Medium,Q1,Q2,Q4,Q4,Q3,Q1,Q1,Q3,Q2,Q4
Female,FPS,Medium,Q3,Q1,Q4,Q3,Q3,Q1,Q1,Q4,Q1,Q4
Male,RPG,Medium,Q1,Q1,Q2,Q4,Q4,Q1,Q1,Q4,Q1,Q3
Male,Casual,Low,Q4,Q3,Q3,Q4,Q4,Q1,Q2,Q2,Q3,Q2
Female,FPS,Medium,Q1,Q3,Q3,Q4,Q1,Q1,Q2,Q2,Q2,Q3
Female,Casual,Low,Q3,Q3,Q2,Q3,Q2,Q4,Q3,Q1,Q3,Q1
Female,RPG,Low,Q3,Q3,Q1,Q4,Q3,Q2,Q4,Q2,Q4,Q2
Male,Casual,Medium,Q4,Q1,Q3,Q4,Q4,Q2,Q1,Q4,Q1,Q4
Other,Casual,Medium,Q4,Q2,Q3,Q4,Q3,Q4,Q2,Q3,Q2,Q4
Male,Casual,Medium,Q1,Q1,Q1,Q1,Q4,Q1,Q2,Q4,Q2,Q2
Male,RPG,Low,Q1,Q4,Q1,Q1,Q4,Q2,Q4,Q1,Q4,Q1
Other,Casual,Low,Q2,Q3,Q1,Q3,Q3,Q1,Q4,Q1,Q4,Q1
Male,FPS,Medium,Q2,Q1,Q2,Q3,Q4,Q1,Q1,Q4,Q1,Q4
Female,FPS,Medium,Q3,Q2,Q3,Q2,Q2,Q4,Q2,Q4,Q2,Q3
Male,Casual,Low,Q1,Q4,Q2,Q1,Q2,Q4,Q4,Q1,Q4,Q1
Female,Casual,Medium,Q4,Q3,Q2,Q2,Q4,Q4,Q3,Q3,Q3,Q2
Female,FPS,Low,Q1,Q4,Q4,Q4,Q1,Q4,Q2,Q1,Q4,Q3
Male,Casual,Medium,Q3,Q1,Q1,Q4,Q2,Q1,Q1,Q3,Q1,Q3
Female,FPS,Medium,Q2,Q1,Q3,Q4,Q3,Q4,Q2,Q3,Q1,Q4
Male,FPS,High,Q1,Q4,Q4,Q2,Q2,Q3,Q4,Q2,Q4,Q4
Female,RPG,Low,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q2,Q2,Q3
Male,RPG,Low,Q4,Q3,Q3,Q2,Q4,Q1,Q4,Q2,Q3,Q3
Male,RPG,Medium,Q2,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q3,Q2
Male,FPS,Medium,Q2,Q3,Q1,Q3,Q3,Q2,Q1,Q2,Q4,Q1
Male,Casual,Low,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q2,Q4,Q2
Female,Casual,Medium,Q1,Q1,Q3,Q1,Q2,Q3,Q1,Q3,Q1,Q3
Male,FPS,Medium,Q3,Q2,Q1,Q2,Q1,Q1,Q3,Q3,Q3,Q1
Male,FPS,Low,Q3,Q4,Q2,Q1,Q3,Q2,Q3,Q1,Q4,Q1
Male,FPS,High,Q1,Q2,Q4,Q1,Q3,Q3,Q1,Q3,Q2,Q4
Male,Casual,Medium,Q3,Q3,Q1,Q2,Q2,Q1,Q2,Q2,Q2,Q1
Female,Casual,Low,Q1,Q3,Q2,Q1,Q4,Q1,Q3,Q1,Q4,Q2
Other,RPG,Low,Q1,Q4,Q2,Q2,Q3,Q4,Q4,Q1,Q4,Q1
Male,Casual,High,Q2,Q2,Q4,Q2,Q1,Q4,Q2,Q3,Q2,Q4
Female,Casual,Medium,Q4,Q2,Q4,Q3,Q3,Q3,Q2,Q2,Q2,Q4
Female,RPG,Low,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q1,Q4,Q3
Male,FPS,Low,Q3,Q4,Q2,Q3,Q2,Q1,Q3,Q1,Q3,Q1
Female,FPS,Low,Q1,Q3,Q1,Q3,Q4,Q1,Q3,Q2,Q3,Q1
Female,FPS,Medium,Q1,Q2,Q2,Q4,Q4,Q1,Q2,Q2,Q1,Q4
Female,RPG,High,Q4,Q2,Q3,Q2,Q2,Q2,Q1,Q4,Q3,Q3
Female,FPS,High,Q1,Q3,Q3,Q1,Q4,Q3,Q3,Q2,Q2,Q3
Male,FPS,High,Q4,Q4,Q4,Q2,Q1,Q1,Q4,Q1,Q4,Q3
Female,FPS,Low,Q4,Q4,Q2,Q2,Q1,Q1,Q3,Q1,Q4,Q1
Female,RPG,Medium,Q1,Q1,Q3,Q3,Q1,Q4,Q2,Q4,Q1,Q3
Female,Casual,Medium,Q3,Q2,Q3,Q1,Q1,Q2,Q2,Q3,Q2,Q2
Female,Casual,Medium,Q2,Q2,Q1,Q4,Q2,Q4,Q1,Q3,Q1,Q2
Male,Casual,Low,Q3,Q4,Q2,Q1,Q4,Q1,Q4,Q1,Q4,Q1
Other,Casual,Low,Q2,Q3,Q3,Q4,Q1,Q3,Q2,Q2,Q2,Q3
Female,RPG,Medium,Q3,Q2,Q4,Q4,Q2,Q4,Q2,Q3,Q2,Q4
Male,FPS,Medium,Q2,Q1,Q2,Q4,Q3,Q4,Q1,Q4,Q1,Q3
Male,FPS,Medium,Q2,Q3,Q4,Q4,Q2,Q2,Q3,Q2,Q3,Q4
Female,FPS,Medium,Q2,Q1,Q3,Q1,Q3,Q1,Q1,Q4,Q1,Q3
Male,RPG,Low,Q1,Q4,Q1,Q3,Q2,Q1,Q4,Q1,Q4,Q1
Male,FPS,Low,Q1,Q3,Q1,Q1,Q1,Q3,Q4,Q2,Q4,Q1
Male,Casual,Medium,Q2,Q2,Q1,Q4,Q3,Q3,Q3,Q2,Q3,Q3
Male,FPS,Medium,Q4,Q2,Q2,Q2,Q1,Q3,Q2,Q3,Q2,Q2
Male,FPS,Low,Q1,Q4,Q1,Q2,Q2,Q1,Q3,Q1,Q4,Q1
Male,Casual,Medium,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q4,Q2,Q3
Male,FPS,High,Q1,Q1,Q4,Q1,Q2,Q2,Q1,Q4,Q1,Q4
Female,RPG,High,Q1,Q4,Q3,Q1,Q3,Q4,Q4,Q1,Q4,Q2
Female,FPS,Low,Q2,Q4,Q4,Q2,Q2,Q4,Q4,Q2,Q3,Q3
Male,FPS,Low,Q3,Q4,Q1,Q3,Q3,Q2,Q4,Q1,Q4,Q1
Male,RPG,Medium,Q3,Q1,Q2,Q3,Q3,Q3,Q1,Q4,Q1,Q4
Female,RPG,Medium,Q1,Q1,Q2,Q3,Q2,Q1,Q1,Q4,Q1,Q3
Male,FPS,Medium,Q3,Q1,Q4,Q4,Q4,Q3,Q1,Q4,Q1,Q4
Male,Casual,Medium,Q4,Q1,Q1,Q1,Q4,Q1,Q1,Q4,Q1,Q3
Male,Casual,Low,Q4,Q4,Q2,Q3,Q3,Q3,Q3,Q1,Q3,Q1
Female,FPS,Medium,Q3,Q1,Q3,Q3,Q1,Q3,Q1,Q4,Q1,Q4
Female,FPS,Low,Q4,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q4,Q2
Female,Casual,Medium,Q2,Q1,Q4,Q2,Q1,Q2,Q1,Q4,Q2,Q4
Female,Casual,Medium,Q4,Q2,Q1,Q1,Q2,Q1,Q2,Q2,Q2,Q2
Female,FPS,Low,Q2,Q4,Q2,Q1,Q1,Q2,Q3,Q1,Q4,Q1
Male,FPS,High,Q4,Q1,Q4,Q1,Q3,Q4,Q1,Q4,Q2,Q4
Female,FPS,Medium,Q1,Q2,Q3,Q2,Q1,Q2,Q2,Q3,Q1,Q2
Male,FPS,Medium,Q2,Q2,Q2,Q1,Q4,Q2,Q1,Q3,Q1,Q3
Female,FPS,Medium,Q4,Q1,Q1,Q2,Q1,Q3,Q2,Q4,Q1,Q2
Female,Casual,High,Q2,Q2,Q4,Q1,Q3,Q2,Q3,Q2,Q2,Q4
Female,Casual,Medium,Q3,Q2,Q4,Q4,Q4,Q2,Q2,Q3,Q3,Q4
Male,Casual,Low,Q1,Q3,Q3,Q4,Q2,Q1,Q2,Q2,Q2,Q2
Male,FPS,High,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q1,Q4,Q4
Female,FPS,Medium,Q1,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q3,Q2
Female,FPS,Medium,Q2,Q1,Q1,Q4,Q4,Q4,Q1,Q4,Q1,Q3
Female,RPG,Medium,Q2,Q3,Q1,Q3,Q4,Q1,Q3,Q3,Q3,Q1
Male,FPS,Medium,Q1,Q1,Q3,Q4,Q1,Q1,Q1,Q4,Q1,Q4
Female,FPS,Medium,Q3,Q3,Q3,Q1,Q4,Q4,Q4,Q3,Q3,Q2
Female,FPS,Low,Q1,Q3,Q4,Q4,Q1,Q3,Q4,Q2,Q2,Q4
Female,Casual,Medium,Q1,Q1,Q3,Q3,Q1,Q4,Q2,Q4,Q1,Q4
Female,RPG,High,Q2,Q4,Q4,Q1,Q1,Q2,Q4,Q1,Q4,Q2
